ID, month, day, hour, minute, accumulated minutes, temperature, rainfall, relative humidity
1701428640,12,1,19,4,1144,16.46,12.92,91.12
1701428700,12,1,19,5,1145,16.46,12.92,91.12
1701428760,12,1,19,6,1146,16.46,12.92,91.12
1701428820,12,1,19,7,1147,16.46,12.92,91.12
1701428880,12,1,19,8,1148,16.46,12.92,91.12
1701428940,12,1,19,9,1149,16.46,12.92,91.12
1701429000,12,1,19,10,1150,16.46,12.92,91.12
1701429060,12,1,19,11,1151,16.46,12.92,91.12
1701429120,12,1,19,12,1152,16.46,12.92,91.12
1701429180,12,1,19,13,1153,16.46,12.92,91.12
1701429240,12,1,19,14,1154,16.46,12.92,91.12
1701429300,12,1,19,15,1155,16.46,12.92,91.12
1701429360,12,1,19,16,1156,16.46,12.92,91.12
1701429420,12,1,19,17,1157,16.46,12.92,91.12
1701429480,12,1,19,18,1158,16.46,12.92,91.12
1701429540,12,1,19,19,1159,16.46,12.92,91.12
1701429600,12,1,19,20,1160,16.46,12.92,91.12
1701429660,12,1,19,21,1161,16.46,12.92,91.12
1701429720,12,1,19,22,1162,16.46,12.92,91.12
1701429780,12,1,19,23,1163,16.46,12.92,91.12
1701429840,12,1,19,24,1164,16.46,12.92,91.12
1701429900,12,1,19,25,1165,16.46,12.92,91.12
1701429960,12,1,19,26,1166,16.46,12.92,91.12
1701430020,12,1,19,27,1167,16.46,12.92,91.12
1701430080,12,1,19,28,1168,16.46,12.92,91.12
1701430140,12,1,19,29,1169,16.46,12.92,91.12
1701430200,12,1,19,30,1170,16.46,12.92,91.12
1701430260,12,1,19,31,1171,16.46,12.92,91.12
1701430320,12,1,19,32,1172,16.46,12.92,91.12
1701430380,12,1,19,33,1173,16.46,12.92,91.12
1701430440,12,1,19,34,1174,16.46,12.92,91.12
1701430500,12,1,19,35,1175,16.46,12.92,91.12
1701430560,12,1,19,36,1176,16.46,12.92,91.12
1701430620,12,1,19,37,1177,16.46,12.92,91.12
1701430680,12,1,19,38,1178,16.46,12.92,91.12
1701430740,12,1,19,39,1179,16.46,12.92,91.12
1701430800,12,1,19,40,1180,16.46,12.92,91.12
1701430860,12,1,19,41,1181,16.46,12.92,91.12
1701430920,12,1,19,42,1182,16.46,12.92,91.12
1701430980,12,1,19,43,1183,16.46,12.92,91.12
1701431040,12,1,19,44,1184,16.46,12.92,91.12
1701431100,12,1,19,45,1185,16.46,12.92,91.12
1701431160,12,1,19,46,1186,16.46,12.92,91.12
1701431220,12,1,19,47,1187,16.46,12.92,91.12
1701431280,12,1,19,48,1188,16.46,12.92,91.12
1701431340,12,1,19,49,1189,16.46,12.92,91.12
1701431400,12,1,19,50,1190,16.46,12.92,91.12
1701431460,12,1,19,51,1191,16.46,12.92,91.12
1701431520,12,1,19,52,1192,16.46,12.92,91.12
1701431580,12,1,19,53,1193,16.46,12.92,91.12
1701431640,12,1,19,54,1194,16.46,12.92,91.12
1701431700,12,1,19,55,1195,16.46,12.92,91.12
1701431760,12,1,19,56,1196,16.46,12.92,91.12
1701431820,12,1,19,57,1197,16.46,12.92,91.12
1701431880,12,1,19,58,1198,16.46,12.92,91.12
1701431940,12,1,19,59,1199,16.46,12.92,91.12
1701432000,12,1,20,0,1200,16.46,12.92,91.12
1701432060,12,1,20,1,1201,16.46,12.92,91.12
1701432120,12,1,20,2,1202,16.46,12.92,91.12
1701432180,12,1,20,3,1203,16.46,12.92,91.12
1701432240,12,1,20,4,1204,16.46,12.92,91.12
1701432300,12,1,20,5,1205,16.46,12.92,91.12
1701432360,12,1,20,6,1206,16.46,12.92,91.12
1701432420,12,1,20,7,1207,16.46,12.92,91.12
1701432480,12,1,20,8,1208,16.46,12.92,91.12
1701432540,12,1,20,9,1209,16.46,12.92,91.12
1701432600,12,1,20,10,1210,16.46,12.92,91.12
1701432660,12,1,20,11,1211,16.46,12.92,91.12
1701432720,12,1,20,12,1212,16.46,12.92,91.12
1701432780,12,1,20,13,1213,16.46,12.92,91.12
1701432840,12,1,20,14,1214,16.46,12.92,91.12
1701432900,12,1,20,15,1215,16.46,12.92,91.12
1701432960,12,1,20,16,1216,16.46,12.92,91.12
1701433020,12,1,20,17,1217,16.46,12.92,91.12
1701433080,12,1,20,18,1218,16.46,12.92,91.12
1701433140,12,1,20,19,1219,16.46,12.92,91.12
1701433200,12,1,20,20,1220,16.46,12.92,91.12
1701433260,12,1,20,21,1221,16.46,12.92,91.12
1701433320,12,1,20,22,1222,16.46,12.92,91.12
1701433380,12,1,20,23,1223,16.46,12.92,91.12
1701433440,12,1,20,24,1224,16.46,12.92,91.12
1701433500,12,1,20,25,1225,16.46,12.92,91.12
1701433560,12,1,20,26,1226,16.46,12.92,91.12
1701433620,12,1,20,27,1227,16.46,12.92,91.12
1701433680,12,1,20,28,1228,16.46,12.92,91.12
1701433740,12,1,20,29,1229,16.46,12.92,91.12
1701433800,12,1,20,30,1230,16.46,12.92,91.12
1701433860,12,1,20,31,1231,16.46,12.92,91.12
1701433920,12,1,20,32,1232,16.46,12.92,91.12
1701433980,12,1,20,33,1233,16.46,12.92,91.12
1701434040,12,1,20,34,1234,16.46,12.92,91.12
1701434100,12,1,20,35,1235,16.46,12.92,91.12
1701434160,12,1,20,36,1236,16.46,12.92,91.12
1701434220,12,1,20,37,1237,16.46,12.92,91.12
1701434280,12,1,20,38,1238,16.46,12.92,91.12
1701434340,12,1,20,39,1239,16.46,12.92,91.12
1701434400,12,1,20,40,1240,16.46,12.92,91.12
1701434460,12,1,20,41,1241,16.46,12.92,91.12
1701434520,12,1,20,42,1242,16.46,12.92,91.12
1701434580,12,1,20,43,1243,16.46,12.92,91.12
1701434640,12,1,20,44,1244,16.46,12.92,91.12
1701434700,12,1,20,45,1245,16.46,12.92,91.12
1701434760,12,1,20,46,1246,16.46,12.92,91.12
1701434820,12,1,20,47,1247,16.46,12.92,91.12
1701434880,12,1,20,48,1248,16.46,12.92,91.12
1701434940,12,1,20,49,1249,16.46,12.92,91.12
1701435000,12,1,20,50,1250,16.46,12.92,91.12
1701435060,12,1,20,51,1251,16.46,12.92,91.12
1701435120,12,1,20,52,1252,16.46,12.92,91.12
1701435180,12,1,20,53,1253,16.46,12.92,91.12
1701435240,12,1,20,54,1254,16.46,12.92,91.12
1701435300,12,1,20,55,1255,16.46,12.92,91.12
1701435360,12,1,20,56,1256,16.46,12.92,91.12
1701435420,12,1,20,57,1257,16.46,12.92,91.12
1701435480,12,1,20,58,1258,16.46,12.92,91.12
1701435540,12,1,20,59,1259,16.46,12.92,91.12
1701435600,12,1,21,0,1260,16.46,12.92,91.12
1701435660,12,1,21,1,1261,16.46,12.92,91.12
1701435720,12,1,21,2,1262,16.46,12.92,91.12
1701435780,12,1,21,3,1263,16.46,12.92,91.12
1701435840,12,1,21,4,1264,16.46,12.92,91.12
1701435900,12,1,21,5,1265,16.46,12.92,91.12
1701435960,12,1,21,6,1266,16.46,12.92,91.12
1701436020,12,1,21,7,1267,16.46,12.92,91.12
1701436080,12,1,21,8,1268,16.46,12.92,91.12
1701436140,12,1,21,9,1269,16.46,12.92,91.12
1701436200,12,1,21,10,1270,16.46,12.92,91.12
1701436260,12,1,21,11,1271,16.46,12.92,91.12
1701436320,12,1,21,12,1272,16.46,12.92,91.12
1701436380,12,1,21,13,1273,16.46,12.92,91.12
1701436440,12,1,21,14,1274,16.46,12.92,91.12
1701436500,12,1,21,15,1275,16.46,12.92,91.12
1701436560,12,1,21,16,1276,16.46,12.92,91.12
1701436620,12,1,21,17,1277,16.46,12.92,91.12
1701436680,12,1,21,18,1278,16.46,12.92,91.12
1701436740,12,1,21,19,1279,16.46,12.92,91.12
1701436800,12,1,21,20,1280,16.46,12.92,91.12
1701436860,12,1,21,21,1281,16.46,12.92,91.12
1701436920,12,1,21,22,1282,16.46,12.92,91.12
1701436980,12,1,21,23,1283,16.46,12.92,91.12
1701437040,12,1,21,24,1284,16.46,12.92,91.12
1701437100,12,1,21,25,1285,16.46,12.92,91.12
1701437160,12,1,21,26,1286,16.46,12.92,91.12
1701437220,12,1,21,27,1287,16.46,12.92,91.12
1701437280,12,1,21,28,1288,16.46,12.92,91.12
1701437340,12,1,21,29,1289,16.46,12.92,91.12
1701437400,12,1,21,30,1290,16.46,12.92,91.12
1701437460,12,1,21,31,1291,16.46,12.92,91.12
1701437520,12,1,21,32,1292,16.46,12.92,91.12
1701437580,12,1,21,33,1293,16.46,12.92,91.12
1701437640,12,1,21,34,1294,16.46,12.92,91.12
1701437700,12,1,21,35,1295,16.46,12.92,91.12
1701437760,12,1,21,36,1296,16.46,12.92,91.12
1701437820,12,1,21,37,1297,16.46,12.92,91.12
1701437880,12,1,21,38,1298,16.46,12.92,91.12
1701437940,12,1,21,39,1299,16.46,12.92,91.12
1701438000,12,1,21,40,1300,16.46,12.92,91.12
1701438060,12,1,21,41,1301,16.46,12.92,91.12
1701438120,12,1,21,42,1302,16.46,12.92,91.12
1701438180,12,1,21,43,1303,16.46,12.92,91.12
1701438240,12,1,21,44,1304,16.46,12.92,91.12
1701438300,12,1,21,45,1305,16.46,12.92,91.12
1701438360,12,1,21,46,1306,16.46,12.92,91.12
1701438420,12,1,21,47,1307,16.46,12.92,91.12
1701438480,12,1,21,48,1308,16.46,12.92,91.12
1701438540,12,1,21,49,1309,16.46,12.92,91.12
1701438600,12,1,21,50,1310,16.46,12.92,91.12
1701438660,12,1,21,51,1311,16.46,12.92,91.12
1701438720,12,1,21,52,1312,16.46,12.92,91.12
1701438780,12,1,21,53,1313,16.46,12.92,91.12
1701438840,12,1,21,54,1314,16.46,12.92,91.12
1701438900,12,1,21,55,1315,16.46,12.92,91.12
1701438960,12,1,21,56,1316,16.46,12.92,91.12
1701439020,12,1,21,57,1317,16.46,12.92,91.12
1701439080,12,1,21,58,1318,16.46,12.92,91.12
1701439140,12,1,21,59,1319,16.46,12.92,91.12
1701439200,12,1,22,0,1320,16.46,12.92,91.12
1701439260,12,1,22,1,1321,16.46,12.92,91.12
1701439320,12,1,22,2,1322,16.46,12.92,91.12
1701439380,12,1,22,3,1323,16.46,12.92,91.12
1701439440,12,1,22,4,1324,16.46,12.92,91.12
1701439500,12,1,22,5,1325,16.46,12.92,91.12
1701439560,12,1,22,6,1326,16.46,12.92,91.12
1701439620,12,1,22,7,1327,16.46,12.92,91.12
1701439680,12,1,22,8,1328,16.46,12.92,91.12
1701439740,12,1,22,9,1329,16.46,12.92,91.12
1701439800,12,1,22,10,1330,16.46,12.92,91.12
1701439860,12,1,22,11,1331,16.46,12.92,91.12
1701439920,12,1,22,12,1332,16.46,12.92,91.12
1701439980,12,1,22,13,1333,16.46,12.92,91.12
1701440040,12,1,22,14,1334,16.46,12.92,91.12
1701440100,12,1,22,15,1335,16.46,12.92,91.12
1701440160,12,1,22,16,1336,16.46,12.92,91.12
1701440220,12,1,22,17,1337,16.46,12.92,91.12
1701440280,12,1,22,18,1338,16.46,12.92,91.12
1701440340,12,1,22,19,1339,16.46,12.92,91.12
1701440400,12,1,22,20,1340,16.46,12.92,91.12
1701440460,12,1,22,21,1341,16.46,12.92,91.12
1701440520,12,1,22,22,1342,16.46,12.92,91.12
1701440580,12,1,22,23,1343,16.46,12.92,91.12
1701440640,12,1,22,24,1344,16.46,12.92,91.12
1701440700,12,1,22,25,1345,16.46,12.92,91.12
1701440760,12,1,22,26,1346,16.46,12.92,91.12
1701440820,12,1,22,27,1347,16.46,12.92,91.12
1701440880,12,1,22,28,1348,16.46,12.92,91.12
1701440940,12,1,22,29,1349,16.46,12.92,91.12
1701441000,12,1,22,30,1350,16.46,12.92,91.12
1701441060,12,1,22,31,1351,16.46,12.92,91.12
1701441120,12,1,22,32,1352,16.46,12.92,91.12
1701441180,12,1,22,33,1353,16.46,12.92,91.12
1701441240,12,1,22,34,1354,16.46,12.92,91.12
1701441300,12,1,22,35,1355,16.46,12.92,91.12
1701441360,12,1,22,36,1356,16.46,12.92,91.12
1701441420,12,1,22,37,1357,16.46,12.92,91.12
1701441480,12,1,22,38,1358,16.46,12.92,91.12
1701441540,12,1,22,39,1359,16.46,12.92,91.12
1701441600,12,1,22,40,1360,16.46,12.92,91.12
1701441660,12,1,22,41,1361,16.46,12.92,91.12
1701441720,12,1,22,42,1362,16.46,12.92,91.12
1701441780,12,1,22,43,1363,16.46,12.92,91.12
1701441840,12,1,22,44,1364,16.46,12.92,91.12
1701441900,12,1,22,45,1365,16.46,12.92,91.12
1701441960,12,1,22,46,1366,16.46,12.92,91.12
1701442020,12,1,22,47,1367,16.46,12.92,91.12
1701442080,12,1,22,48,1368,16.46,12.92,91.12
1701442140,12,1,22,49,1369,16.46,12.92,91.12
1701442200,12,1,22,50,1370,16.46,12.92,91.12
1701442260,12,1,22,51,1371,16.46,12.92,91.12
1701442320,12,1,22,52,1372,16.46,12.92,91.12
1701442380,12,1,22,53,1373,16.46,12.92,91.12
1701442440,12,1,22,54,1374,16.46,12.92,91.12
1701442500,12,1,22,55,1375,16.46,12.92,91.12
1701442560,12,1,22,56,1376,16.46,12.92,91.12
1701442620,12,1,22,57,1377,16.46,12.92,91.12
1701442680,12,1,22,58,1378,16.46,12.92,91.12
1701442740,12,1,22,59,1379,16.46,12.92,91.12
1701442800,12,1,23,0,1380,16.46,12.92,91.12
1701442860,12,1,23,1,1381,16.46,12.92,91.12
1701442920,12,1,23,2,1382,16.46,12.92,91.12
1701442980,12,1,23,3,1383,16.46,12.92,91.12
1701443040,12,1,23,4,1384,16.46,12.92,91.12
1701443100,12,1,23,5,1385,16.46,12.92,91.12
1701443160,12,1,23,6,1386,16.46,12.92,91.12
1701443220,12,1,23,7,1387,16.46,12.92,91.12
1701443280,12,1,23,8,1388,16.46,12.92,91.12
1701443340,12,1,23,9,1389,16.46,12.92,91.12
1701443400,12,1,23,10,1390,16.46,12.92,91.12
1701443460,12,1,23,11,1391,16.46,12.92,91.12
1701443520,12,1,23,12,1392,16.46,12.92,91.12
1701443580,12,1,23,13,1393,16.46,12.92,91.12
1701443640,12,1,23,14,1394,16.46,12.92,91.12
1701443700,12,1,23,15,1395,16.46,12.92,91.12
1701443760,12,1,23,16,1396,16.46,12.92,91.12
1701443820,12,1,23,17,1397,16.46,12.92,91.12
1701443880,12,1,23,18,1398,16.46,12.92,91.12
1701443940,12,1,23,19,1399,16.46,12.92,91.12
1701444000,12,1,23,20,1400,16.46,12.92,91.12
1701444060,12,1,23,21,1401,16.46,12.92,91.12
1701444120,12,1,23,22,1402,16.46,12.92,91.12
1701444180,12,1,23,23,1403,16.46,12.92,91.12
1701444240,12,1,23,24,1404,16.46,12.92,91.12
1701444300,12,1,23,25,1405,16.46,12.92,91.12
1701444360,12,1,23,26,1406,16.46,12.92,91.12
1701444420,12,1,23,27,1407,16.46,12.92,91.12
1701444480,12,1,23,28,1408,16.46,12.92,91.12
1701444540,12,1,23,29,1409,16.46,12.92,91.12
1701444600,12,1,23,30,1410,16.46,12.92,91.12
1701444660,12,1,23,31,1411,16.46,12.92,91.12
1701444720,12,1,23,32,1412,16.46,12.92,91.12
1701444780,12,1,23,33,1413,16.46,12.92,91.12
1701444840,12,1,23,34,1414,16.46,12.92,91.12
1701444900,12,1,23,35,1415,16.46,12.92,91.12
1701444960,12,1,23,36,1416,16.46,12.92,91.12
1701445020,12,1,23,37,1417,16.46,12.92,91.12
1701445080,12,1,23,38,1418,16.46,12.92,91.12
1701445140,12,1,23,39,1419,16.46,12.92,91.12
1701445200,12,1,23,40,1420,16.46,12.92,91.12
1701445260,12,1,23,41,1421,16.46,12.92,91.12
1701445320,12,1,23,42,1422,16.46,12.92,91.12
1701445380,12,1,23,43,1423,16.46,12.92,91.12
1701445440,12,1,23,44,1424,16.46,12.92,91.12
1701445500,12,1,23,45,1425,16.46,12.92,91.12
1701445560,12,1,23,46,1426,16.46,12.92,91.12
1701445620,12,1,23,47,1427,16.46,12.92,91.12
1701445680,12,1,23,48,1428,16.46,12.92,91.12
1701445740,12,1,23,49,1429,16.46,12.92,91.12
1701445800,12,1,23,50,1430,16.46,12.92,91.12
1701445860,12,1,23,51,1431,16.46,12.92,91.12
1701445920,12,1,23,52,1432,16.46,12.92,91.12
1701445980,12,1,23,53,1433,16.46,12.92,91.12
1701446040,12,1,23,54,1434,16.46,12.92,91.12
1701446100,12,1,23,55,1435,16.46,12.92,91.12
1701446160,12,1,23,56,1436,16.46,12.92,91.12
1701446220,12,1,23,57,1437,16.48,12.73,93.36
1701446280,12,1,23,58,1438,16.48,12.73,93.36
1701446340,12,1,23,59,1439,16.48,12.73,93.36
1701446400,12,2,0,0,0,16.48,12.73,93.36
1701446460,12,2,0,1,1,16.48,12.73,93.36
1701446520,12,2,0,2,2,16.48,12.73,93.36
1701446580,12,2,0,3,3,16.48,12.73,93.36
1701446640,12,2,0,4,4,16.48,12.73,93.36
1701446700,12,2,0,5,5,16.48,12.73,93.36
1701446760,12,2,0,6,6,16.48,12.73,93.36
1701446820,12,2,0,7,7,16.48,12.73,93.36
1701446880,12,2,0,8,8,16.48,12.73,93.36
1701446940,12,2,0,9,9,16.48,12.73,93.36
1701447000,12,2,0,10,10,16.48,12.73,93.36
1701447060,12,2,0,11,11,16.48,12.73,93.36
1701447120,12,2,0,12,12,16.48,12.73,93.36
1701447180,12,2,0,13,13,16.48,12.73,93.36
1701447240,12,2,0,14,14,16.48,12.73,93.36
1701447300,12,2,0,15,15,16.48,12.73,93.36
1701447360,12,2,0,16,16,16.48,12.73,93.36
1701447420,12,2,0,17,17,16.48,12.73,93.36
1701447480,12,2,0,18,18,16.48,12.73,93.36
1701447540,12,2,0,19,19,16.48,12.73,93.36
1701447600,12,2,0,20,20,16.48,12.73,93.36
1701447660,12,2,0,21,21,16.48,12.73,93.36
1701447720,12,2,0,22,22,16.48,12.73,93.36
1701447780,12,2,0,23,23,16.48,12.73,93.36
1701447840,12,2,0,24,24,16.48,12.73,93.36
1701447900,12,2,0,25,25,16.48,12.73,93.36
1701447960,12,2,0,26,26,16.48,12.73,93.36
1701448020,12,2,0,27,27,16.48,12.73,93.36
1701448080,12,2,0,28,28,16.48,12.73,93.36
1701448140,12,2,0,29,29,16.48,12.73,93.36
1701448200,12,2,0,30,30,16.48,12.73,93.36
1701448260,12,2,0,31,31,16.48,12.73,93.36
1701448320,12,2,0,32,32,16.48,12.73,93.36
1701448380,12,2,0,33,33,16.48,12.73,93.36
1701448440,12,2,0,34,34,16.48,12.73,93.36
1701448500,12,2,0,35,35,16.48,12.73,93.36
1701448560,12,2,0,36,36,16.48,12.73,93.36
1701448620,12,2,0,37,37,16.48,12.73,93.36
1701448680,12,2,0,38,38,16.48,12.73,93.36
1701448740,12,2,0,39,39,16.48,12.73,93.36
1701448800,12,2,0,40,40,16.48,12.73,93.36
1701448860,12,2,0,41,41,16.48,12.73,93.36
1701448920,12,2,0,42,42,16.48,12.73,93.36
1701448980,12,2,0,43,43,16.48,12.73,93.36
1701449040,12,2,0,44,44,16.48,12.73,93.36
1701449100,12,2,0,45,45,16.48,12.73,93.36
1701449160,12,2,0,46,46,16.48,12.73,93.36
1701449220,12,2,0,47,47,16.48,12.73,93.36
1701449280,12,2,0,48,48,16.48,12.73,93.36
1701449340,12,2,0,49,49,16.48,12.73,93.36
1701449400,12,2,0,50,50,16.48,12.73,93.36
1701449460,12,2,0,51,51,16.48,12.73,93.36
1701449520,12,2,0,52,52,16.48,12.73,93.36
1701449580,12,2,0,53,53,16.48,12.73,93.36
1701449640,12,2,0,54,54,16.48,12.73,93.36
1701449700,12,2,0,55,55,16.48,12.73,93.36
1701449760,12,2,0,56,56,16.48,12.73,93.36
1701449820,12,2,0,57,57,16.48,12.73,93.36
1701449880,12,2,0,58,58,16.48,12.73,93.36
1701449940,12,2,0,59,59,16.48,12.73,93.36
1701450000,12,2,1,0,60,16.48,12.73,93.36
1701450060,12,2,1,1,61,16.48,12.73,93.36
1701450120,12,2,1,2,62,16.48,12.73,93.36
1701450180,12,2,1,3,63,16.48,12.73,93.36
1701450240,12,2,1,4,64,16.48,12.73,93.36
1701450300,12,2,1,5,65,16.48,12.73,93.36
1701450360,12,2,1,6,66,16.48,12.73,93.36
1701450420,12,2,1,7,67,16.48,12.73,93.36
1701450480,12,2,1,8,68,16.48,12.73,93.36
1701450540,12,2,1,9,69,16.48,12.73,93.36
1701450600,12,2,1,10,70,16.48,12.73,93.36
1701450660,12,2,1,11,71,16.48,12.73,93.36
1701450720,12,2,1,12,72,16.48,12.73,93.36
1701450780,12,2,1,13,73,16.48,12.73,93.36
1701450840,12,2,1,14,74,16.48,12.73,93.36
1701450900,12,2,1,15,75,16.48,12.73,93.36
1701450960,12,2,1,16,76,16.48,12.73,93.36
1701451020,12,2,1,17,77,16.48,12.73,93.36
1701451080,12,2,1,18,78,16.48,12.73,93.36
1701451140,12,2,1,19,79,16.48,12.73,93.36
1701451200,12,2,1,20,80,16.48,12.73,93.36
1701451260,12,2,1,21,81,16.48,12.73,93.36
1701451320,12,2,1,22,82,16.48,12.73,93.36
1701451380,12,2,1,23,83,16.48,12.73,93.36
1701451440,12,2,1,24,84,16.48,12.73,93.36
1701451500,12,2,1,25,85,16.48,12.73,93.36
1701451560,12,2,1,26,86,16.48,12.73,93.36
1701451620,12,2,1,27,87,16.48,12.73,93.36
1701451680,12,2,1,28,88,16.48,12.73,93.36
1701451740,12,2,1,29,89,16.48,12.73,93.36
1701451800,12,2,1,30,90,16.48,12.73,93.36
1701451860,12,2,1,31,91,16.48,12.73,93.36
1701451920,12,2,1,32,92,16.48,12.73,93.36
1701451980,12,2,1,33,93,16.48,12.73,93.36
1701452040,12,2,1,34,94,16.48,12.73,93.36
1701452100,12,2,1,35,95,16.48,12.73,93.36
1701452160,12,2,1,36,96,16.48,12.73,93.36
1701452220,12,2,1,37,97,16.48,12.73,93.36
1701452280,12,2,1,38,98,16.48,12.73,93.36
1701452340,12,2,1,39,99,16.48,12.73,93.36
1701452400,12,2,1,40,100,16.48,12.73,93.36
1701452460,12,2,1,41,101,16.48,12.73,93.36
1701452520,12,2,1,42,102,16.48,12.73,93.36
1701452580,12,2,1,43,103,16.48,12.73,93.36
1701452640,12,2,1,44,104,16.48,12.73,93.36
1701452700,12,2,1,45,105,16.48,12.73,93.36
1701452760,12,2,1,46,106,16.48,12.73,93.36
1701452820,12,2,1,47,107,16.48,12.73,93.36
1701452880,12,2,1,48,108,16.48,12.73,93.36
1701452940,12,2,1,49,109,16.48,12.73,93.36
1701453000,12,2,1,50,110,16.48,12.73,93.36
1701453060,12,2,1,51,111,16.48,12.73,93.36
1701453120,12,2,1,52,112,16.48,12.73,93.36
1701453180,12,2,1,53,113,16.48,12.73,93.36
1701453240,12,2,1,54,114,16.48,12.73,93.36
1701453300,12,2,1,55,115,16.48,12.73,93.36
1701453360,12,2,1,56,116,16.48,12.73,93.36
1701453420,12,2,1,57,117,16.48,12.73,93.36
1701453480,12,2,1,58,118,16.48,12.73,93.36
1701453540,12,2,1,59,119,16.48,12.73,93.36
1701453600,12,2,2,0,120,16.48,12.73,93.36
1701453660,12,2,2,1,121,16.48,12.73,93.36
1701453720,12,2,2,2,122,16.48,12.73,93.36
1701453780,12,2,2,3,123,16.48,12.73,93.36
1701453840,12,2,2,4,124,16.48,12.73,93.36
1701453900,12,2,2,5,125,16.48,12.73,93.36
1701453960,12,2,2,6,126,16.48,12.73,93.36
1701454020,12,2,2,7,127,16.48,12.73,93.36
1701454080,12,2,2,8,128,16.48,12.73,93.36
1701454140,12,2,2,9,129,16.48,12.73,93.36
1701454200,12,2,2,10,130,16.48,12.73,93.36
1701454260,12,2,2,11,131,16.48,12.73,93.36
1701454320,12,2,2,12,132,16.48,12.73,93.36
1701454380,12,2,2,13,133,16.48,12.73,93.36
1701454440,12,2,2,14,134,16.48,12.73,93.36
1701454500,12,2,2,15,135,16.48,12.73,93.36
1701454560,12,2,2,16,136,16.48,12.73,93.36
1701454620,12,2,2,17,137,16.48,12.73,93.36
1701454680,12,2,2,18,138,16.48,12.73,93.36
1701454740,12,2,2,19,139,16.48,12.73,93.36
1701454800,12,2,2,20,140,16.48,12.73,93.36
1701454860,12,2,2,21,141,16.48,12.73,93.36
1701454920,12,2,2,22,142,16.48,12.73,93.36
1701454980,12,2,2,23,143,16.48,12.73,93.36
1701455040,12,2,2,24,144,16.48,12.73,93.36
1701455100,12,2,2,25,145,16.48,12.73,93.36
1701455160,12,2,2,26,146,16.48,12.73,93.36
1701455220,12,2,2,27,147,16.48,12.73,93.36
1701455280,12,2,2,28,148,16.48,12.73,93.36
1701455340,12,2,2,29,149,16.48,12.73,93.36
1701455400,12,2,2,30,150,16.48,12.73,93.36
1701455460,12,2,2,31,151,16.48,12.73,93.36
1701455520,12,2,2,32,152,16.48,12.73,93.36
1701455580,12,2,2,33,153,16.48,12.73,93.36
1701455640,12,2,2,34,154,16.48,12.73,93.36
1701455700,12,2,2,35,155,16.48,12.73,93.36
1701455760,12,2,2,36,156,16.48,12.73,93.36
1701455820,12,2,2,37,157,16.48,12.73,93.36
1701455880,12,2,2,38,158,16.48,12.73,93.36
1701455940,12,2,2,39,159,16.48,12.73,93.36
1701456000,12,2,2,40,160,16.48,12.73,93.36
1701456060,12,2,2,41,161,16.48,12.73,93.36
1701456120,12,2,2,42,162,16.48,12.73,93.36
1701456180,12,2,2,43,163,16.48,12.73,93.36
1701456240,12,2,2,44,164,16.48,12.73,93.36
1701456300,12,2,2,45,165,16.48,12.73,93.36
1701456360,12,2,2,46,166,16.48,12.73,93.36
1701456420,12,2,2,47,167,16.48,12.73,93.36
1701456480,12,2,2,48,168,16.48,12.73,93.36
1701456540,12,2,2,49,169,16.48,12.73,93.36
1701456600,12,2,2,50,170,16.48,12.73,93.36
1701456660,12,2,2,51,171,16.48,12.73,93.36
1701456720,12,2,2,52,172,16.48,12.73,93.36
1701456780,12,2,2,53,173,16.48,12.73,93.36
1701456840,12,2,2,54,174,16.48,12.73,93.36
1701456900,12,2,2,55,175,16.48,12.73,93.36
1701456960,12,2,2,56,176,16.48,12.73,93.36
1701457020,12,2,2,57,177,16.48,12.73,93.36
1701457080,12,2,2,58,178,16.48,12.73,93.36
1701457140,12,2,2,59,179,16.48,12.73,93.36
1701457200,12,2,3,0,180,16.48,12.73,93.36
1701457260,12,2,3,1,181,16.48,12.73,93.36
1701457320,12,2,3,2,182,16.48,12.73,93.36
1701457380,12,2,3,3,183,16.48,12.73,93.36
1701457440,12,2,3,4,184,16.48,12.73,93.36
1701457500,12,2,3,5,185,16.48,12.73,93.36
1701457560,12,2,3,6,186,16.48,12.73,93.36
1701457620,12,2,3,7,187,16.48,12.73,93.36
1701457680,12,2,3,8,188,16.48,12.73,93.36
1701457740,12,2,3,9,189,16.48,12.73,93.36
1701457800,12,2,3,10,190,16.48,12.73,93.36
1701457860,12,2,3,11,191,16.48,12.73,93.36
1701457920,12,2,3,12,192,16.48,12.73,93.36
1701457980,12,2,3,13,193,16.48,12.73,93.36
1701458040,12,2,3,14,194,16.48,12.73,93.36
1701458100,12,2,3,15,195,16.48,12.73,93.36
1701458160,12,2,3,16,196,16.48,12.73,93.36
1701458220,12,2,3,17,197,16.48,12.73,93.36
1701458280,12,2,3,18,198,16.48,12.73,93.36
1701458340,12,2,3,19,199,16.48,12.73,93.36
1701458400,12,2,3,20,200,16.48,12.73,93.36
1701458460,12,2,3,21,201,16.48,12.73,93.36
1701458520,12,2,3,22,202,16.48,12.73,93.36
1701458580,12,2,3,23,203,16.48,12.73,93.36
1701458640,12,2,3,24,204,16.48,12.73,93.36
1701458700,12,2,3,25,205,16.48,12.73,93.36
1701458760,12,2,3,26,206,16.48,12.73,93.36
1701458820,12,2,3,27,207,16.48,12.73,93.36
1701458880,12,2,3,28,208,16.48,12.73,93.36
1701458940,12,2,3,29,209,16.48,12.73,93.36
