ID (Epoch timestamp), month, day, hour, minute, accumulated minutes, temperature, rainfall, relative humidity
1701763200,12,5,16,0,960,960,17.28,0.00,92.15
1701763260,12,5,16,1,961,961,17.28,0.00,92.15
1701763320,12,5,16,2,962,962,17.28,0.00,92.15
1701763380,12,5,16,3,963,963,17.28,0.00,92.15
1701763440,12,5,16,4,964,964,17.28,0.00,92.15
1701763500,12,5,16,5,965,965,17.28,0.00,92.15
1701763560,12,5,16,6,966,966,17.28,0.00,92.15
1701763620,12,5,16,7,967,967,17.28,0.00,92.15
1701763680,12,5,16,8,968,968,17.28,0.00,92.15
1701763740,12,5,16,9,969,969,17.28,0.00,92.15
1701763800,12,5,16,10,970,970,17.28,0.00,92.15
1701763860,12,5,16,11,971,971,17.28,0.00,92.15
1701763920,12,5,16,12,972,972,17.28,0.00,92.15
1701763980,12,5,16,13,973,973,17.28,0.00,92.15
1701764040,12,5,16,14,974,974,17.28,0.00,92.15
1701764100,12,5,16,15,975,975,17.20,0.00,92.19
1701764160,12,5,16,16,976,976,17.20,0.00,92.19
1701764220,12,5,16,17,977,977,17.20,0.00,92.19
1701764280,12,5,16,18,978,978,17.20,0.00,92.19
1701764340,12,5,16,19,979,979,17.20,0.00,92.19
1701764400,12,5,16,20,980,980,17.20,0.00,92.19
1701764460,12,5,16,21,981,981,17.20,0.00,92.19
1701764520,12,5,16,22,982,982,17.20,0.00,92.19
1701764580,12,5,16,23,983,983,17.20,0.00,92.19
1701764640,12,5,16,24,984,984,17.20,0.00,92.19
1701764700,12,5,16,25,985,985,17.20,0.00,92.19
1701764760,12,5,16,26,986,986,17.20,0.00,92.19
1701764820,12,5,16,27,987,987,17.20,0.00,92.19
1701764880,12,5,16,28,988,988,17.20,0.00,92.19
1701764940,12,5,16,29,989,989,17.20,0.00,92.19
1701765000,12,5,16,30,990,990,17.20,0.00,92.19
1701765060,12,5,16,31,991,991,17.20,0.00,92.19
1701765120,12,5,16,32,992,992,17.20,0.00,92.19
1701765180,12,5,16,33,993,993,17.20,0.00,92.19
1701765240,12,5,16,34,994,994,17.20,0.00,92.19
1701765300,12,5,16,35,995,995,17.20,0.00,92.19
1701765360,12,5,16,36,996,996,17.20,0.00,92.19
1701765420,12,5,16,37,997,997,17.20,0.00,92.19
1701765480,12,5,16,38,998,998,17.20,0.00,92.19
1701765540,12,5,16,39,999,999,17.20,0.00,92.19
1701765600,12,5,16,40,1000,1000,17.20,0.00,92.19
1701765660,12,5,16,41,1001,1001,17.20,0.00,92.19
1701765720,12,5,16,42,1002,1002,17.20,0.00,92.19
1701765780,12,5,16,43,1003,1003,17.20,0.00,92.19
1701765840,12,5,16,44,1004,1004,17.20,0.00,92.19
1701765900,12,5,16,45,1005,1005,17.12,0.00,92.22
1701765960,12,5,16,46,1006,1006,17.12,0.00,92.22
1701766020,12,5,16,47,1007,1007,17.12,0.00,92.22
1701766080,12,5,16,48,1008,1008,17.12,0.00,92.22
1701766140,12,5,16,49,1009,1009,17.12,0.00,92.22
1701766200,12,5,16,50,1010,1010,17.12,0.00,92.22
1701766260,12,5,16,51,1011,1011,17.12,0.00,92.22
1701766320,12,5,16,52,1012,1012,17.12,0.00,92.22
1701766380,12,5,16,53,1013,1013,17.12,0.00,92.22
1701766440,12,5,16,54,1014,1014,17.12,0.00,92.22
1701766500,12,5,16,55,1015,1015,17.12,0.00,92.22
1701766560,12,5,16,56,1016,1016,17.12,0.00,92.22
1701766620,12,5,16,57,1017,1017,17.12,0.00,92.22
1701766680,12,5,16,58,1018,1018,17.12,0.00,92.22
1701766740,12,5,16,59,1019,1019,17.12,0.00,92.22
1701766800,12,5,17,0,1020,1020,17.12,0.00,92.22
1701766860,12,5,17,1,1021,1021,17.12,0.00,92.22
1701766920,12,5,17,2,1022,1022,17.12,0.00,92.22
1701766980,12,5,17,3,1023,1023,17.12,0.00,92.22
1701767040,12,5,17,4,1024,1024,17.12,0.00,92.22
1701767100,12,5,17,5,1025,1025,17.12,0.00,92.22
1701767160,12,5,17,6,1026,1026,17.12,0.00,92.22
1701767220,12,5,17,7,1027,1027,17.12,0.00,92.22
1701767280,12,5,17,8,1028,1028,17.12,0.00,92.22
1701767340,12,5,17,9,1029,1029,17.12,0.00,92.22
1701767400,12,5,17,10,1030,1030,17.12,0.00,92.22
1701767460,12,5,17,11,1031,1031,17.12,0.00,92.22
1701767520,12,5,17,12,1032,1032,17.12,0.00,92.22
1701767580,12,5,17,13,1033,1033,17.12,0.00,92.22
1701767640,12,5,17,14,1034,1034,17.12,0.00,92.22
1701767700,12,5,17,15,1035,1035,17.04,0.00,92.26
1701767760,12,5,17,16,1036,1036,17.04,0.00,92.26
1701767820,12,5,17,17,1037,1037,17.04,0.00,92.26
1701767880,12,5,17,18,1038,1038,17.04,0.00,92.26
1701767940,12,5,17,19,1039,1039,17.04,0.00,92.26
1701768000,12,5,17,20,1040,1040,17.04,0.00,92.26
1701768060,12,5,17,21,1041,1041,17.04,0.00,92.26
1701768120,12,5,17,22,1042,1042,17.04,0.00,92.26
1701768180,12,5,17,23,1043,1043,17.04,0.00,92.26
1701768240,12,5,17,24,1044,1044,17.04,0.00,92.26
1701768300,12,5,17,25,1045,1045,17.04,0.00,92.26
1701768360,12,5,17,26,1046,1046,17.04,0.00,92.26
1701768420,12,5,17,27,1047,1047,17.04,0.00,92.26
1701768480,12,5,17,28,1048,1048,17.04,0.00,92.26
1701768540,12,5,17,29,1049,1049,17.04,0.00,92.26
1701768600,12,5,17,30,1050,1050,17.04,0.00,92.26
1701768660,12,5,17,31,1051,1051,17.04,0.00,92.26
1701768720,12,5,17,32,1052,1052,17.04,0.00,92.26
1701768780,12,5,17,33,1053,1053,17.04,0.00,92.26
1701768840,12,5,17,34,1054,1054,17.04,0.00,92.26
1701768900,12,5,17,35,1055,1055,17.04,0.00,92.26
1701768960,12,5,17,36,1056,1056,17.04,0.00,92.26
1701769020,12,5,17,37,1057,1057,17.04,0.00,92.26
1701769080,12,5,17,38,1058,1058,17.04,0.00,92.26
1701769140,12,5,17,39,1059,1059,17.04,0.00,92.26
1701769200,12,5,17,40,1060,1060,17.04,0.00,92.26
1701769260,12,5,17,41,1061,1061,17.04,0.00,92.26
1701769320,12,5,17,42,1062,1062,17.04,0.00,92.26
1701769380,12,5,17,43,1063,1063,17.04,0.00,92.26
1701769440,12,5,17,44,1064,1064,17.04,0.00,92.26
1701769500,12,5,17,45,1065,1065,16.96,0.00,92.29
1701769560,12,5,17,46,1066,1066,16.96,0.00,92.29
1701769620,12,5,17,47,1067,1067,16.96,0.00,92.29
1701769680,12,5,17,48,1068,1068,16.96,0.00,92.29
1701769740,12,5,17,49,1069,1069,16.96,0.00,92.29
1701769800,12,5,17,50,1070,1070,16.96,0.00,92.29
1701769860,12,5,17,51,1071,1071,16.96,0.00,92.29
1701769920,12,5,17,52,1072,1072,16.96,0.00,92.29
1701769980,12,5,17,53,1073,1073,16.96,0.00,92.29
1701770040,12,5,17,54,1074,1074,16.96,0.00,92.29
1701770100,12,5,17,55,1075,1075,16.96,0.00,92.29
1701770160,12,5,17,56,1076,1076,16.96,0.00,92.29
1701770220,12,5,17,57,1077,1077,16.96,0.00,92.29
1701770280,12,5,17,58,1078,1078,16.96,0.00,92.29
1701770340,12,5,17,59,1079,1079,16.96,0.00,92.29
1701770400,12,5,18,0,1080,1080,16.96,0.00,92.29
1701770460,12,5,18,1,1081,1081,16.96,0.00,92.29
1701770520,12,5,18,2,1082,1082,16.96,0.00,92.29
1701770580,12,5,18,3,1083,1083,16.96,0.00,92.29
1701770640,12,5,18,4,1084,1084,16.96,0.00,92.29
1701770700,12,5,18,5,1085,1085,16.96,0.00,92.29
1701770760,12,5,18,6,1086,1086,16.96,0.00,92.29
1701770820,12,5,18,7,1087,1087,16.96,0.00,92.29
1701770880,12,5,18,8,1088,1088,16.96,0.00,92.29
1701770940,12,5,18,9,1089,1089,16.96,0.00,92.29
1701771000,12,5,18,10,1090,1090,16.96,0.00,92.29
1701771060,12,5,18,11,1091,1091,16.96,0.00,92.29
1701771120,12,5,18,12,1092,1092,16.96,0.00,92.29
1701771180,12,5,18,13,1093,1093,16.96,0.00,92.29
1701771240,12,5,18,14,1094,1094,16.96,0.00,92.29
1701771300,12,5,18,15,1095,1095,17.06,0.39,91.91
1701771360,12,5,18,16,1096,1096,17.06,0.39,91.91
1701771420,12,5,18,17,1097,1097,17.06,0.39,91.91
1701771480,12,5,18,18,1098,1098,17.06,0.39,91.91
1701771540,12,5,18,19,1099,1099,17.06,0.39,91.91
1701771600,12,5,18,20,1100,1100,17.06,0.39,91.91
1701771660,12,5,18,21,1101,1101,17.06,0.39,91.91
1701771720,12,5,18,22,1102,1102,17.06,0.39,91.91
1701771780,12,5,18,23,1103,1103,17.06,0.39,91.91
1701771840,12,5,18,24,1104,1104,17.06,0.39,91.91
1701771900,12,5,18,25,1105,1105,17.06,0.39,91.91
1701771960,12,5,18,26,1106,1106,17.06,0.39,91.91
1701772020,12,5,18,27,1107,1107,17.06,0.39,91.91
1701772080,12,5,18,28,1108,1108,17.06,0.39,91.91
1701772140,12,5,18,29,1109,1109,17.06,0.39,91.91
1701772200,12,5,18,30,1110,1110,17.06,0.39,91.91
1701772260,12,5,18,31,1111,1111,17.06,0.39,91.91
1701772320,12,5,18,32,1112,1112,17.06,0.39,91.91
1701772380,12,5,18,33,1113,1113,17.06,0.39,91.91
1701772440,12,5,18,34,1114,1114,17.06,0.39,91.91
1701772500,12,5,18,35,1115,1115,17.06,0.39,91.91
1701772560,12,5,18,36,1116,1116,17.06,0.39,91.91
1701772620,12,5,18,37,1117,1117,17.06,0.39,91.91
1701772680,12,5,18,38,1118,1118,17.06,0.39,91.91
1701772740,12,5,18,39,1119,1119,17.06,0.39,91.91
1701772800,12,5,18,40,1120,1120,17.06,0.39,91.91
1701772860,12,5,18,41,1121,1121,17.06,0.39,91.91
1701772920,12,5,18,42,1122,1122,17.06,0.39,91.91
1701772980,12,5,18,43,1123,1123,17.06,0.39,91.91
1701773040,12,5,18,44,1124,1124,17.06,0.39,91.91
1701773100,12,5,18,45,1125,1125,17.16,0.78,91.54
1701773160,12,5,18,46,1126,1126,17.16,0.78,91.54
1701773220,12,5,18,47,1127,1127,17.16,0.78,91.54
1701773280,12,5,18,48,1128,1128,17.16,0.78,91.54
1701773340,12,5,18,49,1129,1129,17.16,0.78,91.54
1701773400,12,5,18,50,1130,1130,17.16,0.78,91.54
1701773460,12,5,18,51,1131,1131,17.16,0.78,91.54
1701773520,12,5,18,52,1132,1132,17.16,0.78,91.54
1701773580,12,5,18,53,1133,1133,17.16,0.78,91.54
1701773640,12,5,18,54,1134,1134,17.16,0.78,91.54
1701773700,12,5,18,55,1135,1135,17.16,0.78,91.54
1701773760,12,5,18,56,1136,1136,17.16,0.78,91.54
1701773820,12,5,18,57,1137,1137,17.16,0.78,91.54
1701773880,12,5,18,58,1138,1138,17.16,0.78,91.54
1701773940,12,5,18,59,1139,1139,17.16,0.78,91.54
1701774000,12,5,19,0,1140,1140,17.16,0.78,91.54
1701774060,12,5,19,1,1141,1141,17.16,0.78,91.54
1701774120,12,5,19,2,1142,1142,17.16,0.78,91.54
1701774180,12,5,19,3,1143,1143,17.16,0.78,91.54
1701774240,12,5,19,4,1144,1144,17.16,0.78,91.54
1701774300,12,5,19,5,1145,1145,17.16,0.78,91.54
1701774360,12,5,19,6,1146,1146,17.16,0.78,91.54
1701774420,12,5,19,7,1147,1147,17.16,0.78,91.54
1701774480,12,5,19,8,1148,1148,17.16,0.78,91.54
1701774540,12,5,19,9,1149,1149,17.16,0.78,91.54
1701774600,12,5,19,10,1150,1150,17.16,0.78,91.54
1701774660,12,5,19,11,1151,1151,17.16,0.78,91.54
1701774720,12,5,19,12,1152,1152,17.16,0.78,91.54
1701774780,12,5,19,13,1153,1153,17.16,0.78,91.54
1701774840,12,5,19,14,1154,1154,17.16,0.78,91.54
1701774900,12,5,19,15,1155,1155,17.26,1.17,91.16
1701774960,12,5,19,16,1156,1156,17.26,1.17,91.16
1701775020,12,5,19,17,1157,1157,17.26,1.17,91.16
1701775080,12,5,19,18,1158,1158,17.26,1.17,91.16
1701775140,12,5,19,19,1159,1159,17.26,1.17,91.16
1701775200,12,5,19,20,1160,1160,17.26,1.17,91.16
1701775260,12,5,19,21,1161,1161,17.26,1.17,91.16
1701775320,12,5,19,22,1162,1162,17.26,1.17,91.16
1701775380,12,5,19,23,1163,1163,17.26,1.17,91.16
1701775440,12,5,19,24,1164,1164,17.26,1.17,91.16
1701775500,12,5,19,25,1165,1165,17.26,1.17,91.16
1701775560,12,5,19,26,1166,1166,17.26,1.17,91.16
1701775620,12,5,19,27,1167,1167,17.26,1.17,91.16
1701775680,12,5,19,28,1168,1168,17.26,1.17,91.16
1701775740,12,5,19,29,1169,1169,17.26,1.17,91.16
1701775800,12,5,19,30,1170,1170,17.26,1.17,91.16
1701775860,12,5,19,31,1171,1171,17.26,1.17,91.16
1701775920,12,5,19,32,1172,1172,17.26,1.17,91.16
1701775980,12,5,19,33,1173,1173,17.26,1.17,91.16
1701776040,12,5,19,34,1174,1174,17.26,1.17,91.16
1701776100,12,5,19,35,1175,1175,17.26,1.17,91.16
1701776160,12,5,19,36,1176,1176,17.26,1.17,91.16
1701776220,12,5,19,37,1177,1177,17.26,1.17,91.16
1701776280,12,5,19,38,1178,1178,17.26,1.17,91.16
1701776340,12,5,19,39,1179,1179,17.26,1.17,91.16
1701776400,12,5,19,40,1180,1180,17.26,1.17,91.16
1701776460,12,5,19,41,1181,1181,17.26,1.17,91.16
1701776520,12,5,19,42,1182,1182,17.26,1.17,91.16
1701776580,12,5,19,43,1183,1183,17.26,1.17,91.16
1701776640,12,5,19,44,1184,1184,17.26,1.17,91.16
1701776700,12,5,19,45,1185,1185,17.36,1.56,90.78
1701776760,12,5,19,46,1186,1186,17.36,1.56,90.78
1701776820,12,5,19,47,1187,1187,17.36,1.56,90.78
1701776880,12,5,19,48,1188,1188,17.36,1.56,90.78
1701776940,12,5,19,49,1189,1189,17.36,1.56,90.78
1701777000,12,5,19,50,1190,1190,17.36,1.56,90.78
1701777060,12,5,19,51,1191,1191,17.36,1.56,90.78
1701777120,12,5,19,52,1192,1192,17.36,1.56,90.78
1701777180,12,5,19,53,1193,1193,17.36,1.56,90.78
1701777240,12,5,19,54,1194,1194,17.36,1.56,90.78
1701777300,12,5,19,55,1195,1195,17.36,1.56,90.78
1701777360,12,5,19,56,1196,1196,17.36,1.56,90.78
1701777420,12,5,19,57,1197,1197,17.36,1.56,90.78
1701777480,12,5,19,58,1198,1198,17.36,1.56,90.78
1701777540,12,5,19,59,1199,1199,17.36,1.56,90.78
1701777600,12,5,20,0,1200,1200,17.36,1.56,90.78
1701777660,12,5,20,1,1201,1201,17.36,1.56,90.78
1701777720,12,5,20,2,1202,1202,17.36,1.56,90.78
1701777780,12,5,20,3,1203,1203,17.36,1.56,90.78
1701777840,12,5,20,4,1204,1204,17.36,1.56,90.78
1701777900,12,5,20,5,1205,1205,17.36,1.56,90.78
1701777960,12,5,20,6,1206,1206,17.36,1.56,90.78
1701778020,12,5,20,7,1207,1207,17.36,1.56,90.78
1701778080,12,5,20,8,1208,1208,17.36,1.56,90.78
1701778140,12,5,20,9,1209,1209,17.36,1.56,90.78
1701778200,12,5,20,10,1210,1210,17.36,1.56,90.78
1701778260,12,5,20,11,1211,1211,17.36,1.56,90.78
1701778320,12,5,20,12,1212,1212,17.36,1.56,90.78
1701778380,12,5,20,13,1213,1213,17.36,1.56,90.78
1701778440,12,5,20,14,1214,1214,17.36,1.56,90.78
1701778500,12,5,20,15,1215,1215,17.46,1.95,90.40
1701778560,12,5,20,16,1216,1216,17.46,1.95,90.40
1701778620,12,5,20,17,1217,1217,17.46,1.95,90.40
1701778680,12,5,20,18,1218,1218,17.46,1.95,90.40
1701778740,12,5,20,19,1219,1219,17.46,1.95,90.40
1701778800,12,5,20,20,1220,1220,17.46,1.95,90.40
1701778860,12,5,20,21,1221,1221,17.46,1.95,90.40
1701778920,12,5,20,22,1222,1222,17.46,1.95,90.40
1701778980,12,5,20,23,1223,1223,17.46,1.95,90.40
1701779040,12,5,20,24,1224,1224,17.46,1.95,90.40
1701779100,12,5,20,25,1225,1225,17.46,1.95,90.40
1701779160,12,5,20,26,1226,1226,17.46,1.95,90.40
1701779220,12,5,20,27,1227,1227,17.46,1.95,90.40
1701779280,12,5,20,28,1228,1228,17.46,1.95,90.40
1701779340,12,5,20,29,1229,1229,17.46,1.95,90.40
1701779400,12,5,20,30,1230,1230,17.46,1.95,90.40
1701779460,12,5,20,31,1231,1231,17.46,1.95,90.40
1701779520,12,5,20,32,1232,1232,17.46,1.95,90.40
1701779580,12,5,20,33,1233,1233,17.46,1.95,90.40
1701779640,12,5,20,34,1234,1234,17.46,1.95,90.40
1701779700,12,5,20,35,1235,1235,17.46,1.95,90.40
1701779760,12,5,20,36,1236,1236,17.46,1.95,90.40
1701779820,12,5,20,37,1237,1237,17.46,1.95,90.40
1701779880,12,5,20,38,1238,1238,17.46,1.95,90.40
1701779940,12,5,20,39,1239,1239,17.46,1.95,90.40
1701780000,12,5,20,40,1240,1240,17.46,1.95,90.40
1701780060,12,5,20,41,1241,1241,17.46,1.95,90.40
1701780120,12,5,20,42,1242,1242,17.46,1.95,90.40
1701780180,12,5,20,43,1243,1243,17.46,1.95,90.40
1701780240,12,5,20,44,1244,1244,17.46,1.95,90.40
1701780300,12,5,20,45,1245,1245,17.56,2.33,90.03
1701780360,12,5,20,46,1246,1246,17.56,2.33,90.03
1701780420,12,5,20,47,1247,1247,17.56,2.33,90.03
1701780480,12,5,20,48,1248,1248,17.56,2.33,90.03
1701780540,12,5,20,49,1249,1249,17.56,2.33,90.03
1701780600,12,5,20,50,1250,1250,17.56,2.33,90.03
1701780660,12,5,20,51,1251,1251,17.56,2.33,90.03
1701780720,12,5,20,52,1252,1252,17.56,2.33,90.03
1701780780,12,5,20,53,1253,1253,17.56,2.33,90.03
1701780840,12,5,20,54,1254,1254,17.56,2.33,90.03
1701780900,12,5,20,55,1255,1255,17.56,2.33,90.03
1701780960,12,5,20,56,1256,1256,17.56,2.33,90.03
1701781020,12,5,20,57,1257,1257,17.56,2.33,90.03
1701781080,12,5,20,58,1258,1258,17.56,2.33,90.03
1701781140,12,5,20,59,1259,1259,17.56,2.33,90.03
1701781200,12,5,21,0,1260,1260,17.56,2.33,90.03
1701781260,12,5,21,1,1261,1261,17.56,2.33,90.03
1701781320,12,5,21,2,1262,1262,17.56,2.33,90.03
1701781380,12,5,21,3,1263,1263,17.56,2.33,90.03
1701781440,12,5,21,4,1264,1264,17.56,2.33,90.03
1701781500,12,5,21,5,1265,1265,17.56,2.33,90.03
1701781560,12,5,21,6,1266,1266,17.56,2.33,90.03
1701781620,12,5,21,7,1267,1267,17.56,2.33,90.03
1701781680,12,5,21,8,1268,1268,17.56,2.33,90.03
1701781740,12,5,21,9,1269,1269,17.56,2.33,90.03
1701781800,12,5,21,10,1270,1270,17.56,2.33,90.03
1701781860,12,5,21,11,1271,1271,17.56,2.33,90.03
1701781920,12,5,21,12,1272,1272,17.56,2.33,90.03
1701781980,12,5,21,13,1273,1273,17.56,2.33,90.03
1701782040,12,5,21,14,1274,1274,17.56,2.33,90.03
1701782100,12,5,21,15,1275,1275,17.66,2.72,89.65
1701782160,12,5,21,16,1276,1276,17.66,2.72,89.65
1701782220,12,5,21,17,1277,1277,17.66,2.72,89.65
1701782280,12,5,21,18,1278,1278,17.66,2.72,89.65
1701782340,12,5,21,19,1279,1279,17.66,2.72,89.65
1701782400,12,5,21,20,1280,1280,17.66,2.72,89.65
1701782460,12,5,21,21,1281,1281,17.66,2.72,89.65
1701782520,12,5,21,22,1282,1282,17.66,2.72,89.65
1701782580,12,5,21,23,1283,1283,17.66,2.72,89.65
1701782640,12,5,21,24,1284,1284,17.66,2.72,89.65
1701782700,12,5,21,25,1285,1285,17.66,2.72,89.65
1701782760,12,5,21,26,1286,1286,17.66,2.72,89.65
1701782820,12,5,21,27,1287,1287,17.66,2.72,89.65
1701782880,12,5,21,28,1288,1288,17.66,2.72,89.65
1701782940,12,5,21,29,1289,1289,17.66,2.72,89.65
1701783000,12,5,21,30,1290,1290,17.66,2.72,89.65
1701783060,12,5,21,31,1291,1291,17.66,2.72,89.65
1701783120,12,5,21,32,1292,1292,17.66,2.72,89.65
1701783180,12,5,21,33,1293,1293,17.66,2.72,89.65
1701783240,12,5,21,34,1294,1294,17.66,2.72,89.65
1701783300,12,5,21,35,1295,1295,17.66,2.72,89.65
1701783360,12,5,21,36,1296,1296,17.66,2.72,89.65
1701783420,12,5,21,37,1297,1297,17.66,2.72,89.65
1701783480,12,5,21,38,1298,1298,17.66,2.72,89.65
1701783540,12,5,21,39,1299,1299,17.66,2.72,89.65
1701783600,12,5,21,40,1300,1300,17.66,2.72,89.65
1701783660,12,5,21,41,1301,1301,17.66,2.72,89.65
1701783720,12,5,21,42,1302,1302,17.66,2.72,89.65
1701783780,12,5,21,43,1303,1303,17.66,2.72,89.65
1701783840,12,5,21,44,1304,1304,17.66,2.72,89.65
1701783900,12,5,21,45,1305,1305,17.76,3.11,89.27
1701783960,12,5,21,46,1306,1306,17.76,3.11,89.27
1701784020,12,5,21,47,1307,1307,17.76,3.11,89.27
1701784080,12,5,21,48,1308,1308,17.76,3.11,89.27
1701784140,12,5,21,49,1309,1309,17.76,3.11,89.27
1701784200,12,5,21,50,1310,1310,17.76,3.11,89.27
1701784260,12,5,21,51,1311,1311,17.76,3.11,89.27
1701784320,12,5,21,52,1312,1312,17.76,3.11,89.27
1701784380,12,5,21,53,1313,1313,17.76,3.11,89.27
1701784440,12,5,21,54,1314,1314,17.76,3.11,89.27
1701784500,12,5,21,55,1315,1315,17.76,3.11,89.27
1701784560,12,5,21,56,1316,1316,17.76,3.11,89.27
1701784620,12,5,21,57,1317,1317,17.76,3.11,89.27
1701784680,12,5,21,58,1318,1318,17.76,3.11,89.27
1701784740,12,5,21,59,1319,1319,17.76,3.11,89.27
1701784800,12,5,22,0,1320,1320,17.76,3.11,89.27
1701784860,12,5,22,1,1321,1321,17.76,3.11,89.27
1701784920,12,5,22,2,1322,1322,17.76,3.11,89.27
1701784980,12,5,22,3,1323,1323,17.76,3.11,89.27
1701785040,12,5,22,4,1324,1324,17.76,3.11,89.27
1701785100,12,5,22,5,1325,1325,17.76,3.11,89.27
1701785160,12,5,22,6,1326,1326,17.76,3.11,89.27
1701785220,12,5,22,7,1327,1327,17.76,3.11,89.27
1701785280,12,5,22,8,1328,1328,17.76,3.11,89.27
1701785340,12,5,22,9,1329,1329,17.76,3.11,89.27
1701785400,12,5,22,10,1330,1330,17.76,3.11,89.27
1701785460,12,5,22,11,1331,1331,17.76,3.11,89.27
1701785520,12,5,22,12,1332,1332,17.76,3.11,89.27
1701785580,12,5,22,13,1333,1333,17.76,3.11,89.27
1701785640,12,5,22,14,1334,1334,17.76,3.11,89.27
1701785700,12,5,22,15,1335,1335,17.86,3.50,88.89
1701785760,12,5,22,16,1336,1336,17.86,3.50,88.89
1701785820,12,5,22,17,1337,1337,17.86,3.50,88.89
1701785880,12,5,22,18,1338,1338,17.86,3.50,88.89
1701785940,12,5,22,19,1339,1339,17.86,3.50,88.89
1701786000,12,5,22,20,1340,1340,17.86,3.50,88.89
1701786060,12,5,22,21,1341,1341,17.86,3.50,88.89
1701786120,12,5,22,22,1342,1342,17.86,3.50,88.89
1701786180,12,5,22,23,1343,1343,17.86,3.50,88.89
1701786240,12,5,22,24,1344,1344,17.86,3.50,88.89
1701786300,12,5,22,25,1345,1345,17.86,3.50,88.89
1701786360,12,5,22,26,1346,1346,17.86,3.50,88.89
1701786420,12,5,22,27,1347,1347,17.86,3.50,88.89
1701786480,12,5,22,28,1348,1348,17.86,3.50,88.89
1701786540,12,5,22,29,1349,1349,17.86,3.50,88.89
1701786600,12,5,22,30,1350,1350,17.86,3.50,88.89
1701786660,12,5,22,31,1351,1351,17.86,3.50,88.89
1701786720,12,5,22,32,1352,1352,17.86,3.50,88.89
1701786780,12,5,22,33,1353,1353,17.86,3.50,88.89
1701786840,12,5,22,34,1354,1354,17.86,3.50,88.89
1701786900,12,5,22,35,1355,1355,17.86,3.50,88.89
1701786960,12,5,22,36,1356,1356,17.86,3.50,88.89
1701787020,12,5,22,37,1357,1357,17.86,3.50,88.89
1701787080,12,5,22,38,1358,1358,17.86,3.50,88.89
1701787140,12,5,22,39,1359,1359,17.86,3.50,88.89
1701787200,12,5,22,40,1360,1360,17.86,3.50,88.89
1701787260,12,5,22,41,1361,1361,17.86,3.50,88.89
1701787320,12,5,22,42,1362,1362,17.86,3.50,88.89
1701787380,12,5,22,43,1363,1363,17.86,3.50,88.89
1701787440,12,5,22,44,1364,1364,17.86,3.50,88.89
1701787500,12,5,22,45,1365,1365,17.96,3.89,88.52
1701787560,12,5,22,46,1366,1366,17.96,3.89,88.52
1701787620,12,5,22,47,1367,1367,17.96,3.89,88.52
1701787680,12,5,22,48,1368,1368,17.96,3.89,88.52
1701787740,12,5,22,49,1369,1369,17.96,3.89,88.52
1701787800,12,5,22,50,1370,1370,17.96,3.89,88.52
1701787860,12,5,22,51,1371,1371,17.96,3.89,88.52
1701787920,12,5,22,52,1372,1372,17.96,3.89,88.52
1701787980,12,5,22,53,1373,1373,17.96,3.89,88.52
1701788040,12,5,22,54,1374,1374,17.96,3.89,88.52
1701788100,12,5,22,55,1375,1375,17.96,3.89,88.52
1701788160,12,5,22,56,1376,1376,17.96,3.89,88.52
1701788220,12,5,22,57,1377,1377,17.96,3.89,88.52
1701788280,12,5,22,58,1378,1378,17.96,3.89,88.52
1701788340,12,5,22,59,1379,1379,17.96,3.89,88.52
1701788400,12,5,23,0,1380,1380,17.96,3.89,88.52
1701788460,12,5,23,1,1381,1381,17.96,3.89,88.52
1701788520,12,5,23,2,1382,1382,17.96,3.89,88.52
1701788580,12,5,23,3,1383,1383,17.96,3.89,88.52
1701788640,12,5,23,4,1384,1384,17.96,3.89,88.52
1701788700,12,5,23,5,1385,1385,17.96,3.89,88.52
1701788760,12,5,23,6,1386,1386,17.96,3.89,88.52
1701788820,12,5,23,7,1387,1387,17.96,3.89,88.52
1701788880,12,5,23,8,1388,1388,17.96,3.89,88.52
1701788940,12,5,23,9,1389,1389,17.96,3.89,88.52
1701789000,12,5,23,10,1390,1390,17.96,3.89,88.52
1701789060,12,5,23,11,1391,1391,17.96,3.89,88.52
1701789120,12,5,23,12,1392,1392,17.96,3.89,88.52
1701789180,12,5,23,13,1393,1393,17.96,3.89,88.52
1701789240,12,5,23,14,1394,1394,17.96,3.89,88.52
1701789300,12,5,23,15,1395,1395,18.06,4.28,88.14
1701789360,12,5,23,16,1396,1396,18.06,4.28,88.14
1701789420,12,5,23,17,1397,1397,18.06,4.28,88.14
1701789480,12,5,23,18,1398,1398,18.06,4.28,88.14
1701789540,12,5,23,19,1399,1399,18.06,4.28,88.14
1701789600,12,5,23,20,1400,1400,18.06,4.28,88.14
1701789660,12,5,23,21,1401,1401,18.06,4.28,88.14
1701789720,12,5,23,22,1402,1402,18.06,4.28,88.14
1701789780,12,5,23,23,1403,1403,18.06,4.28,88.14
1701789840,12,5,23,24,1404,1404,18.06,4.28,88.14
1701789900,12,5,23,25,1405,1405,18.06,4.28,88.14
1701789960,12,5,23,26,1406,1406,18.06,4.28,88.14
1701790020,12,5,23,27,1407,1407,18.06,4.28,88.14
1701790080,12,5,23,28,1408,1408,18.06,4.28,88.14
1701790140,12,5,23,29,1409,1409,18.06,4.28,88.14
1701790200,12,5,23,30,1410,1410,18.06,4.28,88.14
1701790260,12,5,23,31,1411,1411,18.06,4.28,88.14
